movieId,movie_idx,title_clean,genres_clean,corpus
61167,8397,Henry Poole is Here,drama mystery,henry poole is here drama mystery drama mystery accepting death apathy christianity love miracle religion
63033,8398,Blindness,drama mystery romance thriller,blindness drama mystery romance thriller drama mystery romance thriller r
3123,8399,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA),comedy,lauderdale (a.k.a. spring break usa) (a.k.a. spring fever usa) comedy comedy 
2127,8400,"First Love, Last Rites",drama romance,"first love, last rites drama romance drama romance nudity (full frontal - notable)"
7752,8401,Seven Girlfriends,comedy romance,seven girlfriends comedy romance comedy romance 
5340,8402,Joe,drama,joe drama drama less than 300 ratings
5716,8403,Butterfly,drama,butterfly drama drama golden raspberry (worst actress) orson welles
6076,8404,Enigma,drama sci fi,enigma drama sci fi drama sci fi 
6079,8405,Five Days One Summer,drama,five days one summer drama drama 
6103,8406,Monsignor,drama war,monsignor drama war drama war 
7051,8407,"What's New, Pussycat",comedy,"what's new, pussycat comedy comedy less than 300 ratings corvallis library"
8900,8408,"Watermelon Man, The",comedy drama,"watermelon man, the comedy drama comedy drama blaxploitation"
26199,8409,Alice's Restaurant,comedy drama,alice's restaurant comedy drama comedy drama nudity (topless) nudity (topless - brief) arlo guthrie thanksgiving dvd-r
55255,8410,Feast of Love,drama romance,feast of love drama romance drama romance nudity (full frontal) compelling intertwined nudity (rear)
4004,8411,Secrets of the Heart (Secretos del CorazÃ³n),drama,secrets of the heart (secretos del corazã³n) drama drama 
3136,8412,"James Dean Story, The",documentary,"james dean story, the documentary documentary "
3560,8413,In the Realm of Passion (a.k.a. Phantom Love) (Ai No Borei),drama,in the realm of passion (a.k.a. phantom love) (ai no borei) drama drama 2
8728,8414,"Creeping Flesh, The",horror sci fi,"creeping flesh, the horror sci fi horror sci fi "
4348,8415,Whatever Happened to Harold Smith?,comedy,whatever happened to harold smith? comedy comedy less than 300 ratings
4746,8416,Waking Up in Reno,comedy romance,waking up in reno comedy romance comedy romance 
7276,8417,Hell's Kitchen,drama,hell's kitchen drama drama trash
33815,8418,"Perfect Man, The",comedy drama romance,"perfect man, the comedy drama romance comedy drama romance movies 8 carson kressley christopher noth heather locklear hilary duff mike o'malley"
43906,8419,Tamara,fantasy horror thriller,tamara fantasy horror thriller fantasy horror thriller 
7626,8420,Switch,comedy crime fantasy,switch comedy crime fantasy comedy crime fantasy blindfold
60832,8421,Pathology,crime horror thriller,pathology crime horror thriller crime horror thriller nudity (topless)
63436,8422,Saw V,horror,saw v horror horror 
63479,8423,Sex Drive,comedy,sex drive comedy comedy 
8883,8424,"Last Flight of Noah's Ark, The",adventure children comedy,"last flight of noah's ark, the adventure children comedy adventure children comedy "
3902,8425,Goya in Bordeaux (Goya en Burdeos),drama,goya in bordeaux (goya en burdeos) drama drama courtesan
7093,8426,"Front Page, The",comedy,"front page, the comedy comedy less than 300 ratings"
3012,8427,Battling Butler,comedy,battling butler comedy comedy keaton dvd-video
34002,8428,Room Service,comedy,room service comedy comedy marx brothers
2838,8429,I Woke Up Early the Day I Died,comedy,i woke up early the day i died comedy comedy 
2984,8430,On Any Sunday,documentary,on any sunday documentary documentary motorcycle less than 300 ratings
127,8431,"Silence of the Palace, The (Saimt el Qusur)",drama,"silence of the palace, the (saimt el qusur) drama drama "
2850,8432,Public Access,drama thriller,public access drama thriller drama thriller directorial debut sundance award winner sundance grand jury prize sundance grand jury prize: dramatic sundance grand jury prize: dramatic 1993
3382,8433,Song of Freedom,drama,song of freedom drama drama 
2638,8434,"Mummy's Tomb, The",horror,"mummy's tomb, the horror horror scary movies to see on halloween mummy"
3166,8435,Brenda Starr,adventure,brenda starr adventure adventure timothy dalton
3294,8436,Eaten Alive,horror,eaten alive horror horror betamax
3832,8437,"Black Sabbath (Tre volti della paura, I)",horror,"black sabbath (tre volti della paura, i) horror horror atmospheric creepy eerie menacing vampires"
4953,8438,"People That Time Forgot, The",adventure sci fi,"people that time forgot, the adventure sci fi adventure sci fi "
4996,8439,Little Otik (OtesÃ¡nek),comedy drama fantasy,little otik (otesã¡nek) comedy drama fantasy comedy drama fantasy millenial foreign comedies to see
5195,8440,Zombie Lake (Le Lac des morts vivants),horror,zombie lake (le lac des morts vivants) horror horror screwball zombies zombie rollin
6255,8441,"Bible, The (a.k.a. Bible... In the Beginning, The)",drama,"bible, the (a.k.a. bible... in the beginning, the) drama drama based on a book christianity religion biblical tumey's dvds 70mm clv"
6340,8442,Only the Strong Survive - A Celebration of Soul,documentary musical,only the strong survive - a celebration of soul documentary musical documentary musical music business rhythm & blues
6463,8443,Divine Trash,documentary,divine trash documentary documentary less than 300 ratings
7031,8444,"Real McCoy, The",action crime drama thriller,"real mccoy, the action crime drama thriller action crime drama thriller "
8624,8445,Freedom Downtime,adventure documentary,freedom downtime adventure documentary adventure documentary 
25744,8446,HÃ¤xan: Witchcraft Through the Ages,horror,hã¤xan: witchcraft through the ages horror horror dvd-video
25773,8447,Little Caesar,crime drama,little caesar crime drama crime drama national film registry afi 100 (movie quotes)
26007,8448,"Unknown Soldier, The (Tuntematon sotilas)",drama war,"unknown soldier, the (tuntematon sotilas) drama war drama war based on a book library rare less than 300 ratings finland finnish not available from netflix"
26249,8449,They Call Me Trinity (Lo chiamavano TrinitÃ ),comedy western,they call me trinity (lo chiamavano trinitã ) comedy western comedy western less than 300 ratings plot: seven samurai spaghetti western terence hill
26289,8450,Emperor of the North (Emperor of the North Pole),action drama thriller,emperor of the north (emperor of the north pole) action drama thriller action drama thriller 
26336,8451,"Adventure of Sherlock Holmes' Smarter Brother, The",comedy crime mystery,"adventure of sherlock holmes' smarter brother, the comedy crime mystery comedy crime mystery dvd-r"
26495,8452,Yellowbeard,action adventure comedy,yellowbeard action adventure comedy action adventure comedy cameo:david bowie pirates
26567,8453,Club Paradise,comedy,club paradise comedy comedy bad movie but great soundtrack! betamax
26950,8454,Sgt. Kabukiman N.Y.P.D.,action comedy fantasy,sgt. kabukiman n.y.p.d. action comedy fantasy action comedy fantasy troma
27450,8455,Blueberry,adventure western,blueberry adventure western adventure western library rare
31785,8456,Frozen Land (Paha maa),drama,frozen land (paha maa) drama drama library vhs rare finnish â
32882,8457,"Big Store, The",comedy,"big store, the comedy comedy marx brothers less than 300 ratings netflix"
34018,8458,At the Circus,comedy musical,at the circus comedy musical comedy musical marx brothers tumey's dvds
34767,8459,My Date with Drew,comedy documentary romance,my date with drew comedy documentary romance comedy documentary romance moronic pointless stupid idea
37211,8460,Go West,comedy musical western,go west comedy musical western comedy musical western marx brothers netflix
40752,8461,Takeshis',comedy drama,takeshis' comedy drama comedy drama 
43391,8462,Matti: Hell Is for Heroes (Matti),comedy drama,matti: hell is for heroes (matti) comedy drama comedy drama 1980s 1990s alcohol anti-hero bar better than expected biography conviction domestic violence drinking falling gullibility husband-wife relationship manager my addition to ml news media olympics on dvr police satire satirical singing ski jumping sports strippers success travel underrated finnish alcoholism sports hero
44058,8463,"Big White, The",comedy crime drama,"big white, the comedy crime drama comedy crime drama "
48214,8464,Land of Plenty (Angst and Alienation in America),drama,land of plenty (angst and alienation in america) drama drama wim wenders bab cinema
51127,8465,loudQUIETloud: A Film About the Pixies,documentary,loudquietloud: a film about the pixies documentary documentary music documentary
51277,8466,"36th Chamber of Shaolin, The (a.k.a. Master Killer) (Shao Lin san shi liu fang)",action adventure,"36th chamber of shaolin, the (a.k.a. master killer) (shao lin san shi liu fang) action adventure action adventure gordon liu kung fu martial arts less than 300 ratings"
51562,8467,Babylon 5: The Gathering,sci fi,babylon 5: the gathering sci fi sci fi 
53883,8468,"Power of Nightmares: The Rise of the Politics of Fear, The",documentary,"power of nightmares: the rise of the politics of fear, the documentary documentary to see"
57504,8469,"Girl Who Leapt Through Time, The (Toki o kakeru shÃ´jo)",animation comedy drama romance sci fi,"girl who leapt through time, the (toki o kakeru shã´jo) animation comedy drama romance sci fi animation comedy drama romance sci fi anime ======================== netflix"
57845,8470,Joe Strummer: The Future Is Unwritten,documentary,joe strummer: the future is unwritten documentary documentary 
60161,8471,Futurama: The Beast with a Billion Backs,animation comedy sci fi,futurama: the beast with a billion backs animation comedy sci fi animation comedy sci fi based on a tv show to see
60363,8472,Zombie Strippers!,comedy horror,zombie strippers! comedy horror comedy horror b-movie campy gore nudity (rear) nudity (topless - notable) porn stars strippers stripping travesty virus zombies nudity (topless)
61394,8473,"Onion Movie, The",comedy,"onion movie, the comedy comedy "
62008,8474,Dead Fury,action animation comedy horror,dead fury action animation comedy horror action animation comedy horror 
62834,8475,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,sci fi,babylon 5: the legend of the rangers: to live and die in starlight sci fi sci fi 
63458,8476,Critters 4,comedy horror sci fi,critters 4 comedy horror sci fi comedy horror sci fi 
63836,8477,"Manson Family, The",crime drama horror,"manson family, the crime drama horror crime drama horror "
64030,8478,Transporter 3,action,transporter 3 action action assassins killer as protagonist murder murder/fatality
64285,8479,Wallace and Gromit in 'A Matter of Loaf and Death',animation comedy,wallace and gromit in 'a matter of loaf and death' animation comedy animation comedy aardman bakery baking dogs love short wallace and gromit animation
64508,8480,Starship Troopers 3: Marauder,action sci fi war,starship troopers 3: marauder action sci fi war action sci fi war 
65133,8481,Blackadder Back & Forth,comedy,blackadder back & forth comedy comedy 
32743,8482,Ringu 0: BÃ¢sudei,drama horror thriller,ringu 0: bã¢sudei drama horror thriller drama horror thriller 
43910,8483,Neil Young: Heart of Gold,documentary musical,neil young: heart of gold documentary musical documentary musical concert guitar harmonica nashville ryman theater tennessee pg thought-out concert
44301,8484,Lights in the Dusk (Laitakaupungin valot),crime drama film noir,lights in the dusk (laitakaupungin valot) crime drama film noir crime drama film noir abuse bar drab drinking femmes fatales finland trilogy guard gullibility loneliness melancholy sardonic security guard smoking surveillance to see bab cinema
50011,8485,"Bothersome Man, The (Den Brysomme mannen)",comedy drama mystery,"bothersome man, the (den brysomme mannen) comedy drama mystery comedy drama mystery to see dystopia metaphorical"
50858,8486,Lonely Hearts,crime drama thriller,lonely hearts crime drama thriller crime drama thriller nudity (topless)
